Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
Bruti,35+,,,1,,"2, 3, 4",178835,https://boardgamegeek.com/boardgame/178835/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=178835,https://cf.geekdo-images.com/YB0DWO-u5TQfhWv-ID2Fcw__original/img/aKDcAEkawBq15EID7JNQZ5fn_tM=/0x0/filters:format(jpeg)/pic2766532.jpg,https://cf.geekdo-images.com/YB0DWO-u5TQfhWv-ID2Fcw__thumb/img/4NZ71fDAQx7Sc225xdyzTHcwt2s=/fit-in/200x150/filters:strip_icc()/pic2766532.jpg,,,DD313
Build,15-30,,,1,,"2, 3, 4, 5, 6, 7, 8",22617,https://boardgamegeek.com/boardgame/22617/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=22617,https://cf.geekdo-images.com/-wdhtICI90Pe4sr2sPPbdA__original/img/olg-8n9OwuFt9e_hr07z6akFvvk=/0x0/filters:format(jpeg)/pic119245.jpg,https://cf.geekdo-images.com/-wdhtICI90Pe4sr2sPPbdA__thumb/img/iTnNuKs4QP-lrpist0ZZ3T-G_o0=/fit-in/200x150/filters:strip_icc()/pic119245.jpg,,,DD305
Burke's Gambit,20,,,1,,"4, 5, 6, 7, 8",206754,https://boardgamegeek.com/boardgame/206754/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=206754,https://cf.geekdo-images.com/2X3BSFKK4QdJNqWPh6uVpA__original/img/8DW2ck7NtTufSIaSpth_spvoecc=/0x0/filters:format(png)/pic3139932.png,https://cf.geekdo-images.com/2X3BSFKK4QdJNqWPh6uVpA__thumb/img/ZlsBXK_h0YZPPSmUH7mVxl_Pc5k=/fit-in/200x150/filters:strip_icc()/pic3139932.png,,,DD312
Cacao,45,,,1,,"2, 3, 4",171499,https://boardgamegeek.com/boardgame/171499/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=171499,https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__original/img/F_WrTBak8Ct7WtS-S-5cEWxSUBQ=/0x0/filters:format(jpeg)/pic2379288.jpg,https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__thumb/img/WCVlv0gzsj8yHAdyLUDKMb_fmBc=/fit-in/200x150/filters:strip_icc()/pic2379288.jpg,,,DD055
Cacciatori di mostri,45,,,1,,"2, 3, 4, 5",231484,https://boardgamegeek.com/boardgame/231484/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=231484,https://cf.geekdo-images.com/epQCPLfMbtaKiXmz7uz4PA__original/img/MqmPWoArekGcTQLDBfnN_LEdvX0=/0x0/filters:format(jpeg)/pic4856068.jpg,https://cf.geekdo-images.com/epQCPLfMbtaKiXmz7uz4PA__thumb/img/b1rgSddValol8h1Ock8s_9peBPc=/fit-in/200x150/filters:strip_icc()/pic4856068.jpg,,,DD057
Camel Up,,,,,,,153938,https://boardgamegeek.com/boardgame/153938/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=153938,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__original/img/73QLoWe-ejV9mijfd7HWZwns51A=/0x0/filters:format(png)/pic2031446.png,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__thumb/img/TVCsLhF3KMZkFs6oLJkS37njE_s=/fit-in/200x150/filters:strip_icc()/pic2031446.png,,,
Carcassonne,30-45,,,2,,"2, 3, 4, 5",822,https://boardgamegeek.com/boardgame/822/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=822,https://cf.geekdo-images.com/okM0dq_bEXnbyQTOvHfwRA__original/img/aVZEXAI-cUtuunNfPhjeHlS4fwQ=/0x0/filters:format(png)/pic6544250.png,https://cf.geekdo-images.com/okM0dq_bEXnbyQTOvHfwRA__thumb/img/88274KiOg94wziybVHyW8AeOiXg=/fit-in/200x150/filters:strip_icc()/pic6544250.png,,,"DD060, DD078"
Cartoni morti De Card Gheim,,,,1,,,325005,https://boardgamegeek.com/boardgame/325005/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=325005,https://cf.geekdo-images.com/BdABq3q0ylbVh5Qr3fpTLg__original/img/bn_hAPMzqUiipQcaQ3yQrdWyJe0=/0x0/filters:format(jpeg)/pic5807775.jpg,https://cf.geekdo-images.com/BdABq3q0ylbVh5Qr3fpTLg__thumb/img/QihHPwE1HglB9eZxTI0mM5hSWE0=/fit-in/200x150/filters:strip_icc()/pic5807775.jpg,,,DD321
Cascadia,,,,,,,295947,https://boardgamegeek.com/boardgame/295947/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=295947,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__original/img/B374C04Eip7fmQBGJzgiOTp-jyQ=/0x0/filters:format(jpeg)/pic5100691.jpg,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__thumb/img/tVSFjSxYEcw7sKj3unIIQV8kxoc=/fit-in/200x150/filters:strip_icc()/pic5100691.jpg,,,
Celestia,30,,,1,,"2, 3, 4, 5, 6",130853,https://boardgamegeek.com/boardgame/130853/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=130853,https://cf.geekdo-images.com/npqKJbeLXejp0j2ECQ5huA__original/img/ByvvIEc59gBXjw9L__vPf0svEws=/0x0/filters:format(png)/pic1475228.png,https://cf.geekdo-images.com/npqKJbeLXejp0j2ECQ5huA__thumb/img/ur42OT9MelTa6X3lPbnwN5WG-iU=/fit-in/200x150/filters:strip_icc()/pic1475228.png,,,DD062
Century - La via della spezia,30-45,,,1,,"2, 3, 4, 5",209685,https://boardgamegeek.com/boardgame/209685/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=209685,https://cf.geekdo-images.com/0_KEDk4lCvryf1Ju3YQJxA__original/img/zv58Iylm_N8nfVFgRkMVM0Q9Fh8=/0x0/filters:format(jpeg)/pic3339551.jpg,https://cf.geekdo-images.com/0_KEDk4lCvryf1Ju3YQJxA__thumb/img/FticvQmaT_qfdrX-hpSSK1ttRb0=/fit-in/200x150/filters:strip_icc()/pic3339551.jpg,,,DD075
Century - Meraviglie orientali,30-45,,,1,,"2, 3, 4",242574,https://boardgamegeek.com/boardgame/242574/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=242574,https://cf.geekdo-images.com/l1xKAcYniMJQNq60H5DdEA__original/img/S37tZ3Ph0N2rryfkjcpgmU4qmCY=/0x0/filters:format(jpeg)/pic3898507.jpg,https://cf.geekdo-images.com/l1xKAcYniMJQNq60H5DdEA__thumb/img/G3If6BTwLAGBZm6u2b-N_YZcZ4k=/fit-in/200x150/filters:strip_icc()/pic3898507.jpg,,,DD073
Century - Nuovo mondo,30-45,,,1,,"2, 3, 4",270970,https://boardgamegeek.com/boardgame/270970/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=270970,https://cf.geekdo-images.com/KJQ1TdlDkLeCfQ3PK75rTA__original/img/h8SUiPGdnSyUriRaLPMqMCFkPD4=/0x0/filters:format(jpeg)/pic4547312.jpg,https://cf.geekdo-images.com/KJQ1TdlDkLeCfQ3PK75rTA__thumb/img/SbmmquD2QkGsuCJM7AdwiYnCw6s=/fit-in/200x150/filters:strip_icc()/pic4547312.jpg,,,DD074
Chai,20-60,,,1,,"1, 2, 3, 4, 5",253185,https://boardgamegeek.com/boardgame/253185/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=253185,https://cf.geekdo-images.com/wMd7npCj8VObsqMVK5kawg__original/img/Ffu3d_UNX6tVFbEqk_c7TIdNb3U=/0x0/filters:format(jpeg)/pic4175159.jpg,https://cf.geekdo-images.com/wMd7npCj8VObsqMVK5kawg__thumb/img/gn57JBYDT_FOSqFvnJH68zECEq4=/fit-in/200x150/filters:strip_icc()/pic4175159.jpg,,,DD343
Challengers,45,,,1,,"1,2,3,4,5,6,7,8",359970,https://boardgamegeek.com/boardgame/359970/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=359970,https://cf.geekdo-images.com/GtLESZ4ZjqikK12bjBTmig__original/img/CHUtcmSXFs8LYKRHyUaeio2ra4U=/0x0/filters:format(jpeg)/pic7040521.jpg,https://cf.geekdo-images.com/GtLESZ4ZjqikK12bjBTmig__thumb/img/66Emb1wn1JD_5_9XdsYY2DgMVMA=/fit-in/200x150/filters:strip_icc()/pic7040521.jpg,,,DD165
Chartae,10,,,1,,2,269257,https://boardgamegeek.com/boardgame/269257/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=269257,https://cf.geekdo-images.com/mQERsz_gHAGnLE1Ny2CRRQ__original/img/rsZeJBC0eSx6mUjaU0Oa5D1cJJ0=/0x0/filters:format(png)/pic5229659.png,https://cf.geekdo-images.com/mQERsz_gHAGnLE1Ny2CRRQ__thumb/img/V6Jk0epBtsgpy3ioxHTTlU10aN0=/fit-in/200x150/filters:strip_icc()/pic5229659.png,,,DD304
Checkpoint Charlie,30,,,1,,"3, 4, 5",205079,https://boardgamegeek.com/boardgame/205079/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=205079,https://cf.geekdo-images.com/zB1Suj-c32BX8AhIMJwpHQ__original/img/jx9xSYZaZY3qGX4KT99WEb6bRX0=/0x0/filters:format(jpeg)/pic3139187.jpg,https://cf.geekdo-images.com/zB1Suj-c32BX8AhIMJwpHQ__thumb/img/zVuTC1JNzx5fwn90V39hT9Ojz5g=/fit-in/200x150/filters:strip_icc()/pic3139187.jpg,,,DD318
Ciarlatani di Quedlinburgo,45,,,1,,"2, 3, 4",244521,https://boardgamegeek.com/boardgame/244521/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=244521,https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__original/img/8PEJOyuKGbTaEGbUbCoLQy_i65Y=/0x0/filters:format(png)/pic6137509.png,https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__thumb/img/E_XspsgbgrVOwOeCuZMO1S8W2rk=/fit-in/200x150/filters:strip_icc()/pic6137509.png,,,DD056
Citadels,30-60,,,1,,"2, 3, 4, 5, 6, 7, 8",478,https://boardgamegeek.com/boardgame/478/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=478,https://cf.geekdo-images.com/42iW4E-vOumFXRQAiSf-GA__original/img/ochY5pK4sq4vtzkka0OPRwsGLOE=/0x0/filters:format(jpeg)/pic3239104.jpg,https://cf.geekdo-images.com/42iW4E-vOumFXRQAiSf-GA__thumb/img/lxwVwqIO1RkDyyykSDFnpmwbgyI=/fit-in/200x150/filters:strip_icc()/pic3239104.jpg,,,
Citrus,50,,,1,,"2, 3, 4, 5",145588,https://boardgamegeek.com/boardgame/145588/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=145588,https://cf.geekdo-images.com/rvuAeV_YccDNaP_I1BcmYg__original/img/tqn5U-W_8xMgh02p2fpXjy16Xxw=/0x0/filters:format(jpeg)/pic1759308.jpg,https://cf.geekdo-images.com/rvuAeV_YccDNaP_I1BcmYg__thumb/img/zjfsxBqGmCy2kj5x_-qn3JkidDg=/fit-in/200x150/filters:strip_icc()/pic1759308.jpg,,,DD058
Clans of Caledonia,,,,1,,,216132,https://boardgamegeek.com/boardgame/216132/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=216132,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__original/img/GcuvCavv-ZZP5_O1kCTrZELuZdY=/0x0/filters:format(png)/pic3511783.png,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__thumb/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png,,,DD070
Cloud Mine,30,,,1,,"3, 4, 5, 6, 7, 8",235506,https://boardgamegeek.com/boardgame/235506/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=235506,https://cf.geekdo-images.com/0A-t2xSzXey9QdiA4CttUQ__original/img/iHQAo2WFY0CldWJ47uhkZHLPyjQ=/0x0/filters:format(jpeg)/pic3741671.jpg,https://cf.geekdo-images.com/0A-t2xSzXey9QdiA4CttUQ__thumb/img/j-2wndLa6WQSJZwlIi1JzJytalE=/fit-in/200x150/filters:strip_icc()/pic3741671.jpg,,,DD329
Co-Mix,30,,,1,,"3, 4, 5, 6, 7, 8, 9, 10 ",162367,https://boardgamegeek.com/boardgame/162367/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=162367,https://cf.geekdo-images.com/cZbsDiMDH-lQLCOCgzswUg__original/img/villvH8UomvC1jej7Vm7kj4gDTs=/0x0/filters:format(jpeg)/pic2225023.jpg,https://cf.geekdo-images.com/cZbsDiMDH-lQLCOCgzswUg__thumb/img/FwRDvoCNtCVaqUD3TixZOWVW1W8=/fit-in/200x150/filters:strip_icc()/pic2225023.jpg,,,DD079
Coccolpevole,?,,,1,,"2, 3, 4, 5",15139,https://boardgamegeek.com/boardgame/15139/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=15139,https://cf.geekdo-images.com/durQIK1z8EqEuoo2Gju3EA__original/img/a2LRGPJyxdBHOXHbNYN_ID79SlM=/0x0/filters:format(jpeg)/pic4836575.jpg,https://cf.geekdo-images.com/durQIK1z8EqEuoo2Gju3EA__thumb/img/hieYLdbRfJL0Nt-nH6AEseADlYU=/fit-in/200x150/filters:strip_icc()/pic4836575.jpg,,,DD302
Cocorido,-,,,1,,3+,193238,https://boardgamegeek.com/boardgame/193238/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=193238,https://cf.geekdo-images.com/gLPHSMao7EfVaKELeEQxxQ__original/img/kW1R6h7OXQEw9dzyfj09gaEOTLc=/0x0/filters:format(jpeg)/pic3054588.jpg,https://cf.geekdo-images.com/gLPHSMao7EfVaKELeEQxxQ__thumb/img/tlpJm3vSThX5U4X53rz8QeiaTk8=/fit-in/200x150/filters:strip_icc()/pic3054588.jpg,,,
Coimbra,75-120,,,1,,"2, 3, 4",245638,https://boardgamegeek.com/boardgame/245638/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=245638,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__original/img/zwcZQov_aUfBN0z9J9PzsJqomeI=/0x0/filters:format(jpeg)/pic3956079.jpg,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__thumb/img/-eaAIbixYxRRVj0tDTS1oP_9Njk=/fit-in/200x150/filters:strip_icc()/pic3956079.jpg,,,DD064
Compact bowling,15,,,1,,2+,178933,https://boardgamegeek.com/boardgame/178933/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=178933,https://cf.geekdo-images.com/8o2SiDeCaRxe4XiC7_i2Ow__original/img/HzeKuUytWupFGmY7uFFEwqJunSs=/0x0/filters:format(jpeg)/pic2583728.jpg,https://cf.geekdo-images.com/8o2SiDeCaRxe4XiC7_i2Ow__thumb/img/EahqG_KkYndhiKALmn11025AoA8=/fit-in/200x150/filters:strip_icc()/pic2583728.jpg,,,DD373
Conquista la Luna,20,,,1,,"2, 3, 4, 5, 6",218129,https://boardgamegeek.com/boardgame/218129/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=218129,https://cf.geekdo-images.com/aP1eb0AC--mJ2tGrzdbf6w__original/img/ZFXklIfTL9aYL1e5CK_6rmM5VM4=/0x0/filters:format(jpeg)/pic6630227.jpg,https://cf.geekdo-images.com/aP1eb0AC--mJ2tGrzdbf6w__thumb/img/YNAl2fBYYvQpvUyldEubgO9xOn0=/fit-in/200x150/filters:strip_icc()/pic6630227.jpg,,,DD072
Cookie Box,15,,,1,,"2, 3, 4",202564,https://boardgamegeek.com/boardgame/202564/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=202564,https://cf.geekdo-images.com/SYxaVBHoKAAh_S_lRS3kVA__original/img/o3ls9idmJNMu9P06toQSX_WidJA=/0x0/filters:format(jpeg)/pic3165677.jpg,https://cf.geekdo-images.com/SYxaVBHoKAAh_S_lRS3kVA__thumb/img/TTFpws-BZn3Tl9tc4vZloECbYTs=/fit-in/200x150/filters:strip_icc()/pic3165677.jpg,,,DD071
Cosmic Encounter,60-120,,,1,,"3, 4, 5",39463,https://boardgamegeek.com/boardgame/39463/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=39463,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__original/img/c4ZrfOtpp6tDHLyMsKecc2ne370=/0x0/filters:format(jpeg)/pic1521633.jpg,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__thumb/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg,,,DD063
Cottage Garden,60,,,1,,"1, 2, 3, 4",204027,https://boardgamegeek.com/boardgame/204027/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204027,https://cf.geekdo-images.com/7Zk5_GsYycmHYD4RN3kIJQ__original/img/LbvQO9zKGNFn9UKo_adUsarRarQ=/0x0/filters:format(jpeg)/pic3499059.jpg,https://cf.geekdo-images.com/7Zk5_GsYycmHYD4RN3kIJQ__thumb/img/feLpplY6_MLKO4Tzfj5N2bW4a9o=/fit-in/200x150/filters:strip_icc()/pic3499059.jpg,,,
Couleurs de Paris,20 x p,,,1,,"2, 3, 4",269160,https://boardgamegeek.com/boardgame/269160/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=269160,https://cf.geekdo-images.com/j16Xrf08-toGYZ04HqLoNw__original/img/TA3aM9Uxs2uiSiwjyvJiEk_7UWc=/0x0/filters:format(jpeg)/pic4804321.jpg,https://cf.geekdo-images.com/j16Xrf08-toGYZ04HqLoNw__thumb/img/xaIYrg5FuSjX6VRLLd3yL2fcyz4=/fit-in/200x150/filters:strip_icc()/pic4804321.jpg,,,DD344
Crazy Office,45-60,,,1,,"3, 4, 5, 6, 7, 8",40504,https://boardgamegeek.com/boardgame/40504/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=40504,https://cf.geekdo-images.com/5CtlPxNtl4UVi422WhUicA__original/img/5zBlbyDxYArOFekm7u4_il_7Ji4=/0x0/filters:format(jpeg)/pic423253.jpg,https://cf.geekdo-images.com/5CtlPxNtl4UVi422WhUicA__thumb/img/UMSPtvGvyFfnT4eSTI_Upb237A4=/fit-in/200x150/filters:strip_icc()/pic423253.jpg,,,DD337
Creepy Falls,90,,,1,,"2, 3, 4, 5",182259,https://boardgamegeek.com/boardgame/182259/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=182259,https://cf.geekdo-images.com/IXULFLb2gsRmqz9t4bCLPA__original/img/t0hBifmUN_dYmrujr1enuJigoxI=/0x0/filters:format(jpeg)/pic3333264.jpg,https://cf.geekdo-images.com/IXULFLb2gsRmqz9t4bCLPA__thumb/img/HpkuDkxUHa5N4J_34otk_jXaDOQ=/fit-in/200x150/filters:strip_icc()/pic3333264.jpg,,,DD065
Crocevia del Carbone,50-80,,,1,,"2, 3, 4",192945,https://boardgamegeek.com/boardgame/192945/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=192945,https://cf.geekdo-images.com/uT-MtYg00yAOu_osGhzpSQ__original/img/0uAga5viy-EqSbQ-UIpfS6tvn_4=/0x0/filters:format(jpeg)/pic3142962.jpg,https://cf.geekdo-images.com/uT-MtYg00yAOu_osGhzpSQ__thumb/img/BXoldXOflzxgVVbcrht_PNSoTIc=/fit-in/200x150/filters:strip_icc()/pic3142962.jpg,,,DD053
Cryptid,30-50,,,1,,"3, 4, 5",246784,https://boardgamegeek.com/boardgame/246784/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=246784,https://cf.geekdo-images.com/qrPLpAnhFgc470ZRuXlvbg__original/img/QenUCVaFRry4-wlimHmeLn226Bo=/0x0/filters:format(jpeg)/pic4037705.jpg,https://cf.geekdo-images.com/qrPLpAnhFgc470ZRuXlvbg__thumb/img/ZFL0o-lhnuWE21Sa9YS8qi8ayGU=/fit-in/200x150/filters:strip_icc()/pic4037705.jpg,,,DD054
Cryptid Leggende urbane,20-40,,,1,,2,343274,https://boardgamegeek.com/boardgame/343274/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=343274,https://cf.geekdo-images.com/_XzLyv4r9uB814N3L1y73A__original/img/Degd4_NNY5ajlWdaFja-sgNizZw=/0x0/filters:format(jpeg)/pic6303132.jpg,https://cf.geekdo-images.com/_XzLyv4r9uB814N3L1y73A__thumb/img/jGtHofGLuXCs_RbhFXlIFCPVDKE=/fit-in/200x150/filters:strip_icc()/pic6303132.jpg,,,DD307
Cthulhu Realms,25-45,,,1,,"2, 3, 4",179303,https://boardgamegeek.com/boardgame/179303/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=179303,https://cf.geekdo-images.com/4hMJj9ye5BH4bTHEtOBl2w__original/img/1PNatUG-o5uVGISFUe2jFLxcMjU=/0x0/filters:format(png)/pic2554954.png,https://cf.geekdo-images.com/4hMJj9ye5BH4bTHEtOBl2w__thumb/img/I83OtJ1j8z1a4GP3nL3gZGIP-M0=/fit-in/200x150/filters:strip_icc()/pic2554954.png,,,DD308
Cthulhu: Death may Die,90-120,,,1,,"1, 2, 3, 4, 5",253344,https://boardgamegeek.com/boardgame/253344/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=253344,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__original/img/8_FKwPd8bBL3PFjef8Yjz_sFWSk=/0x0/filters:format(jpeg)/pic4705171.jpg,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg,,,DD061
Cyclades,45,,,1,,"2, 3, 4, 5",54998,https://boardgamegeek.com/boardgame/54998/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=54998,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__original/img/KOGjizqhVHXlKWxXkuyxkHRCNnA=/0x0/filters:format(jpeg)/pic584779.jpg,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__thumb/img/YSxmsx_zxqdVoqNVGsNnAqyH1lc=/fit-in/200x150/filters:strip_icc()/pic584779.jpg,,,DD080
Decipher,30,,,1,,"2, 3, 4",20828,https://boardgamegeek.com/boardgame/20828/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=20828,https://cf.geekdo-images.com/WKJvPMb7tVdjRcWD38hzTQ__original/img/HR8fbqhDD6C6tf0qzQcrDUFFsS8=/0x0/filters:format(jpeg)/pic3317358.jpg,https://cf.geekdo-images.com/WKJvPMb7tVdjRcWD38hzTQ__thumb/img/64tzW4SOFl0dDRcS7ZPtzfwGHG4=/fit-in/200x150/filters:strip_icc()/pic3317358.jpg,,,DD342
Decktective - Il testamento senza erede,60,,,1,,"1,2,3,4,5,6",343386,https://boardgamegeek.com/boardgame/343386/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=343386,https://cf.geekdo-images.com/XNCofyWOHbECZRI9iy5ixA__original/img/c81sc3T3h-U6-Np_yIkTPgNIM34=/0x0/filters:format(png)/pic6303032.png,https://cf.geekdo-images.com/XNCofyWOHbECZRI9iy5ixA__thumb/img/Oh3cfwuI0ATPslzqW51rRZVYloY=/fit-in/200x150/filters:strip_icc()/pic6303032.png,,,
Decktective - La morte bara a carte,,,,,,,361637,https://boardgamegeek.com/boardgame/361637/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=361637,https://cf.geekdo-images.com/1shBrG8siXsFup8kyK9GkQ__original/img/16wgKHIYhAzXnB0pRpnvQ5bMq98=/0x0/filters:format(png)/pic6848109.png,https://cf.geekdo-images.com/1shBrG8siXsFup8kyK9GkQ__thumb/img/znSpOOocsbadGofSJqrGH3IslAY=/fit-in/200x150/filters:strip_icc()/pic6848109.png,,,DD319
Decrypto,30,,,1,,"3, 4, 5, 6, 7, 8",65952,https://boardgamegeek.com/boardgame/65952/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=65952,https://cf.geekdo-images.com/WVGtlwI8Sp0HH4OGozuenA__original/img/29n6zCOJjJMBTRyg3KxDjPJ4y-s=/0x0/filters:format(jpeg)/pic802013.jpg,https://cf.geekdo-images.com/WVGtlwI8Sp0HH4OGozuenA__thumb/img/5Q1OYKZK7_KgwaMZP6eeCUBuwWI=/fit-in/200x150/filters:strip_icc()/pic802013.jpg,,,DD314
Der Herr des Eisgartens,90-150,,,1,,"2, 3, 4",157917,https://boardgamegeek.com/boardgame/157917/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=157917,https://cf.geekdo-images.com/gn1YR96qXoUhVSbo4SKwvQ__original/img/KZ962YXiZaoLSP47ySmBsM9jerE=/0x0/filters:format(jpeg)/pic2003559.jpg,https://cf.geekdo-images.com/gn1YR96qXoUhVSbo4SKwvQ__thumb/img/JL4Q92Z4rHdKr7s1i5MTj5SKcf0=/fit-in/200x150/filters:strip_icc()/pic2003559.jpg,,,DD084
Detective: sulla scena del crimine,120-180,,,1,,"1, 2, 3, 4, 5",223321,https://boardgamegeek.com/boardgame/223321/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=223321,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__original/img/qSYnPWdXgggfxYvT03Oa32zSrh0=/0x0/filters:format(jpeg)/pic5756205.jpg,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__thumb/img/9FV7H95C0vPv_y60nitZVlMTTgc=/fit-in/200x150/filters:strip_icc()/pic5756205.jpg,,,DD051
Diamant,30,,,1,,"3, 4, 5, 6, 7, 8",10372,https://boardgamegeek.com/boardgame/10372/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=10372,https://cf.geekdo-images.com/ypMas2bZPAfSaOVyTpliYg__original/img/SvJTw4sjwXNjL_KvL_aRwcWm--Q=/0x0/filters:format(jpeg)/pic5436441.jpg,https://cf.geekdo-images.com/ypMas2bZPAfSaOVyTpliYg__thumb/img/zb4YHBB4Ct6vwOnQRYpvP4C7IUs=/fit-in/200x150/filters:strip_icc()/pic5436441.jpg,,,DD346
Dice Forge,45,,,1,,"2, 3, 4",194594,https://boardgamegeek.com/boardgame/194594/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=194594,https://cf.geekdo-images.com/4BTVGQWO0M9ayxyku3FW6Q__original/img/8G3m0Cc_y3Qa0jcFn4ynWTwOV3A=/0x0/filters:format(jpeg)/pic3477004.jpg,https://cf.geekdo-images.com/4BTVGQWO0M9ayxyku3FW6Q__thumb/img/BWNtptZ90Cutx39I3Celuvirt78=/fit-in/200x150/filters:strip_icc()/pic3477004.jpg,,,DD040
Die Baumeister,30,,,1,,"2, 3, 4",161226,https://boardgamegeek.com/boardgame/161226/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=161226,https://cf.geekdo-images.com/D_KnKBBIOrPvqykC_wkRow__original/img/DcNwuUAYw8HQYrK3DJftwBAZs3U=/0x0/filters:format(jpeg)/pic3095866.jpg,https://cf.geekdo-images.com/D_KnKBBIOrPvqykC_wkRow__thumb/img/-xPxSrRrIdgDxRRi43-5Ml0ieyM=/fit-in/200x150/filters:strip_icc()/pic3095866.jpg,,,DD315
