Titolo,Minuti,Lingue,Note,Copie,Proprietario,Giocatori,BGG_ID,Bgg_Link,Bgg_XML,BGG_Image,BGG_Thumb,SEARCH_BGG_IMAGE,SEARCH_BGG_THUMB,Barcode
Scythe – The rise of Fenris,-,,Espansione,1,,-,242277,https://boardgamegeek.com/boardgame/242277/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=242277,https://cf.geekdo-images.com/GRp__UYY-wM-i2fg4Qzefw__original/img/XJgcyfvPBsrxdew_vyvf96MUK6I=/0x0/filters:format(jpeg)/pic3911078.jpg,https://cf.geekdo-images.com/GRp__UYY-wM-i2fg4Qzefw__thumb/img/qLl_YEnA_TiXfhinS8yqAARKUFY=/fit-in/200x150/filters:strip_icc()/pic3911078.jpg,,,
Set & Match,,,,1,,?,270847,https://boardgamegeek.com/boardgame/270847/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=270847,https://cf.geekdo-images.com/l0Mk-s0TJKlHZrhWvuNa3w__original/img/5w-n1MPi-laGyg2kHm6hKn11-YY=/0x0/filters:format(png)/pic4594738.png,https://cf.geekdo-images.com/l0Mk-s0TJKlHZrhWvuNa3w__thumb/img/qAbXtKhk-5KOwdUXxbz77puBfww=/fit-in/200x150/filters:strip_icc()/pic4594738.png,,,DD336
Sherlock,60,,"12, tutti",1,,"1, 2, 3, 4, 5, 6, 7, 8",3586,https://boardgamegeek.com/boardgame/3586/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=3586,https://cf.geekdo-images.com/OoyGKsAW0tMmBrUFDHOI5A__original/img/Clgd5u0x07d2aFe40KG4AkX6tbs=/0x0/filters:format(jpeg)/pic73047.jpg,https://cf.geekdo-images.com/OoyGKsAW0tMmBrUFDHOI5A__thumb/img/29EoqE614FeIkEuDWyxE669six4=/fit-in/200x150/filters:strip_icc()/pic73047.jpg,,,DD404
Sherlook,15-30,,,1,,"2, 3, 4, 5, 6",217619,https://boardgamegeek.com/boardgame/217619/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=217619,https://cf.geekdo-images.com/14NBZQ7qOcEutorWnBfJ2A__original/img/I2gHMP94xhGUEdFu6eN3lhezTIg=/0x0/filters:format(jpeg)/pic3332271.jpg,https://cf.geekdo-images.com/14NBZQ7qOcEutorWnBfJ2A__thumb/img/iRIaMFu_O6qeZIJJ-Cxc1QDbfpI=/fit-in/200x150/filters:strip_icc()/pic3332271.jpg,,,DD260
Shinkansen,45-60,,,1,,"1, 2, 3, 4",339614,https://boardgamegeek.com/boardgame/339614/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=339614,https://cf.geekdo-images.com/ckJBBedoqcSyIN-gGX39kw__original/img/L0zk0XAxLWRNFIbRC8eKH-ZojtA=/0x0/filters:format(png)/pic6218277.png,https://cf.geekdo-images.com/ckJBBedoqcSyIN-gGX39kw__thumb/img/6KorK2P_tWcwv4RTmMuXjhM3kEM=/fit-in/200x150/filters:strip_icc()/pic6218277.png,,,DD251
Shipwrights of the north sea,50-70,,,1,,"2, 3, 4, 5",75547,https://boardgamegeek.com/boardgame/75547/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=75547,https://cf.geekdo-images.com/1UUzQvY2IAjSHh87tJWvxQ__original/img/_3151uN668L5Z-KWbBnBSxxeXJ0=/0x0/filters:format(jpeg)/pic1924148.jpg,https://cf.geekdo-images.com/1UUzQvY2IAjSHh87tJWvxQ__thumb/img/5VYeUisRbNwMV9n1ColwHbJ4EcM=/fit-in/200x150/filters:strip_icc()/pic1924148.jpg,,,DD263
Shrimp,-,,,1,,"2, 3, 4, 5, 6",117992,https://boardgamegeek.com/boardgame/117992/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=117992,https://cf.geekdo-images.com/5EFU4TqhkdijrKnPQqljrw__original/img/YSWZ6wuXr6w1-RNinKYFOGrCvR8=/0x0/filters:format(jpeg)/pic3739736.jpg,https://cf.geekdo-images.com/5EFU4TqhkdijrKnPQqljrw__thumb/img/rE5tQKRudDDK4GSGJkhB0C7ZlXA=/fit-in/200x150/filters:strip_icc()/pic3739736.jpg,,,DD401
"Sì, Oscuro Signore",-,,,1,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",154883,https://boardgamegeek.com/boardgame/154883/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=154883,https://cf.geekdo-images.com/Pj88WjFufvU_Lifj6cquzw__original/img/P8tLrm5juwEMPCFcwiXrCuCKIaI=/0x0/filters:format(jpeg)/pic1213979.jpg,https://cf.geekdo-images.com/Pj88WjFufvU_Lifj6cquzw__thumb/img/7oe0n20ijyQcqvIENI4ehUotZ6o=/fit-in/200x150/filters:strip_icc()/pic1213979.jpg,,,DD400
Small Samurai Empires,30-60,,,1,,"2, 3, 4",284616,https://boardgamegeek.com/boardgame/284616/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=284616,https://cf.geekdo-images.com/__CKQIPmwiNsl9B4mVRZSQ__original/img/k5BZdiBz4pbxBPvijED5ukIaBOQ=/0x0/filters:format(jpeg)/pic4843663.jpg,https://cf.geekdo-images.com/__CKQIPmwiNsl9B4mVRZSQ__thumb/img/HkFBXHvVXtGP1ZRToTo3JTM5FM0=/fit-in/200x150/filters:strip_icc()/pic4843663.jpg,,,DD257
Small Star Empires,15,,,1,,"2, 3, 4",178044,https://boardgamegeek.com/boardgame/178044/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=178044,https://cf.geekdo-images.com/tKCSfNGn8DFs2zMkHWU3YA__original/img/QBxZrwOQ92anTsszX4lZyWsb8Ms=/0x0/filters:format(jpeg)/pic3979248.jpg,https://cf.geekdo-images.com/tKCSfNGn8DFs2zMkHWU3YA__thumb/img/C0cQnRaggJwxxD6mhUQSMny9oqU=/fit-in/200x150/filters:strip_icc()/pic3979248.jpg,,,DD407
Smash Up,45,,,1,,"2, 3, 4",122522,https://boardgamegeek.com/boardgame/122522/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=122522,https://cf.geekdo-images.com/c1DOHkXD35OcqfPoxoSXlA__original/img/QhTMABCVrt58dLsps9sAWEu8CpI=/0x0/filters:format(jpeg)/pic1269874.jpg,https://cf.geekdo-images.com/c1DOHkXD35OcqfPoxoSXlA__thumb/img/kdzBzdj4prsoztFNEFZ6eWv1RVI=/fit-in/200x150/filters:strip_icc()/pic1269874.jpg,,,DD254
Snow Time,30,,,1,,"3, 4, 5",256438,https://boardgamegeek.com/boardgame/256438/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=256438,https://cf.geekdo-images.com/enxgfwNqx3Y-h_HkJ_ZRcw__original/img/4JNCzAYRGvJlnplHjocgfu0VZyU=/0x0/filters:format(jpeg)/pic4236947.jpg,https://cf.geekdo-images.com/enxgfwNqx3Y-h_HkJ_ZRcw__thumb/img/1uVREe3UuI5Cwu_yN7XmERgj9Ss=/fit-in/200x150/filters:strip_icc()/pic4236947.jpg,,,
Sobek - 2 giocatori,20,,,1,,2,332944,https://boardgamegeek.com/boardgame/332944/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=332944,https://cf.geekdo-images.com/BAsvubJSF40047knaPXRQQ__original/img/mEznaodHZjltdb5caSguj2sgPcw=/0x0/filters:format(jpeg)/pic6696884.jpg,https://cf.geekdo-images.com/BAsvubJSF40047knaPXRQQ__thumb/img/q4wR9WEL5M8tIFxMbUz2sxi09MA=/fit-in/200x150/filters:strip_icc()/pic6696884.jpg,,,DD255
Sogni per bambine ribelli,20,,,1,,2+,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD265
SOS Dino,25,,,1,,"1, 2, 3, 4",244320,https://boardgamegeek.com/boardgame/244320/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=244320,https://cf.geekdo-images.com/VYQCSZ2e1IrIrm6xYaOHyA__original/img/IynswuTOra_Mbf1L5IWwWJP-h_U=/0x0/filters:format(png)/pic4319135.png,https://cf.geekdo-images.com/VYQCSZ2e1IrIrm6xYaOHyA__thumb/img/23LhwZqeOmBiJwJOOsBJ6YtHWwg=/fit-in/200x150/filters:strip_icc()/pic4319135.png,,,DD258
Sound Box,,,,,,,302876,https://boardgamegeek.com/boardgame/302876/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=302876,https://cf.geekdo-images.com/o1Xjv_eEjtyaRPy-Pw1Kog__original/img/_t6Yjk-kuHKVfNXldisvLtClT2o=/0x0/filters:format(png)/pic6918056.png,https://cf.geekdo-images.com/o1Xjv_eEjtyaRPy-Pw1Kog__thumb/img/t16m2XiOp_V-8uOVne36L2xG14w=/fit-in/200x150/filters:strip_icc()/pic6918056.png,,,DD249
Specific,-,,,1,,"2, 3, 4, 5, 6",192237,https://boardgamegeek.com/boardgame/192237/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=192237,https://cf.geekdo-images.com/FQtb63-Wb_DNZIJ5OUsCOQ__original/img/JFzqKcz-K5mo0Str9v-bIZdlZpc=/0x0/filters:format(jpeg)/pic3488253.jpg,https://cf.geekdo-images.com/FQtb63-Wb_DNZIJ5OUsCOQ__thumb/img/bNgK9MzIgY9gdoijt9rSRwf-5OA=/fit-in/200x150/filters:strip_icc()/pic3488253.jpg,,,DD417
Spirit Island,90-120,,,1,,"1, 2, 3, 4",162886,https://boardgamegeek.com/boardgame/162886/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=162886,https://cf.geekdo-images.com/a13ieMPP2s0KEaKNYmtH5w__original/img/nuQlvKPSBG3jsVzaTgZTpNSjlTw=/0x0/filters:format(png)/pic3615739.png,https://cf.geekdo-images.com/a13ieMPP2s0KEaKNYmtH5w__thumb/img/SKiHQ4zAj8uVdtwxOYKIveY9jCo=/fit-in/200x150/filters:strip_icc()/pic3615739.png,,,DD262
Spirit Island - Branch & Claw,90-120,,Espansione,1,,"1, 2, 3, 4",193065,https://boardgamegeek.com/boardgame/193065/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=193065,https://cf.geekdo-images.com/_pCdXwGeQfhog-Rwy0LdhQ__original/img/635u54FNvrJsKJYQIDCvrWIIcmc=/0x0/filters:format(jpeg)/pic6072081.jpg,https://cf.geekdo-images.com/_pCdXwGeQfhog-Rwy0LdhQ__thumb/img/_u_RYkTXQEvQx4umgwSPQQZc5pw=/fit-in/200x150/filters:strip_icc()/pic6072081.jpg,,,
Splendor,30,,,1,LR,"2, 3, 4",148228,https://boardgamegeek.com/boardgame/148228/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=148228,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__original/img/Y2tUGY2nPTGd_epJYKQXPkQD8AM=/0x0/filters:format(jpeg)/pic1904079.jpg,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg,,,DD250
Star realms,20,,,1,,2,147020,https://boardgamegeek.com/boardgame/147020/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=147020,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__original/img/QXgamCDRuBoRJyU1PQjeh58Pvr8=/0x0/filters:format(jpeg)/pic1903816.jpg,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg,,,senza
Star Saga,30-90,,,1,,"1, 2, 3, 4, 5",209696,https://boardgamegeek.com/boardgame/209696/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=209696,https://cf.geekdo-images.com/aawPQOnXmwl-VcvwgibM3g__original/img/BeuATi3ol6aQE94g_dVVgRll-zU=/0x0/filters:format(jpeg)/pic3808884.jpg,https://cf.geekdo-images.com/aawPQOnXmwl-VcvwgibM3g__thumb/img/IfM71AI_fNMpvQ0A9_U39jE8y18=/fit-in/200x150/filters:strip_icc()/pic3808884.jpg,,,DD264
Star Wars - Il palazzo di Jabba,20,,,1,,"2, 3, 4, 5, 6",353470,https://boardgamegeek.com/boardgame/353470/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=353470,https://cf.geekdo-images.com/J8wVWdlnRJfZbHYpF4GLLQ__original/img/CfCmdvcJHtE54vrmzMujr-8ovjg=/0x0/filters:format(jpeg)/pic6583306.jpg,https://cf.geekdo-images.com/J8wVWdlnRJfZbHYpF4GLLQ__thumb/img/fqWOpiC-u2zhUa5ZbCqhhKZ5qGE=/fit-in/200x150/filters:strip_icc()/pic6583306.jpg,,,
Star wars – Orlo Esterno,120-180,,,1,,"1, 2, 3, 4",271896,https://boardgamegeek.com/boardgame/271896/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=271896,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__original/img/E0s2LvtFA1L5YKk-_44D4u2VD2s=/0x0/filters:format(jpeg)/pic4254509.jpg,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__thumb/img/ACovMZzGGIsBRyEQXFnsT8282NM=/fit-in/200x150/filters:strip_icc()/pic4254509.jpg,,,DD266
Steam Park,60,,,1,,"2, 3, 4",121410,https://boardgamegeek.com/boardgame/121410/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=121410,https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__original/img/o98tRHk91X2oFIsYeyXvrJJixss=/0x0/filters:format(jpeg)/pic2656302.jpg,https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__thumb/img/zZNZq4mvxP9y-MxZQyeHvFsDhdk=/fit-in/200x150/filters:strip_icc()/pic2656302.jpg,,,DD261
Steam Park - Play Dirty (Espansione),60,,Espansione,1,,"2, 3, 4, 5",204506,https://boardgamegeek.com/boardgame/204506/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=204506,https://cf.geekdo-images.com/49PXSp9vl6eP5Q08Y47lkw__original/img/D0ghm1mrMDwn7Mb8_DzzKF13how=/0x0/filters:format(jpeg)/pic3158937.jpg,https://cf.geekdo-images.com/49PXSp9vl6eP5Q08Y47lkw__thumb/img/MmNOTRW1BW8hHOcu0oewLg6bHlY=/fit-in/200x150/filters:strip_icc()/pic3158937.jpg,,,
Sticky Cthulhu,15,,,1,,2-3-4-5-6,335131,https://boardgamegeek.com/boardgame/335131/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=335131,https://cf.geekdo-images.com/fJEdEjtWXD35GHGA5B4YSA__original/img/-QuUGk04ewRN_DjII9uIfcn4CDk=/0x0/filters:format(jpeg)/pic6080103.jpg,https://cf.geekdo-images.com/fJEdEjtWXD35GHGA5B4YSA__thumb/img/9J7p-elwQ8JsnIYL4jlm4vBJRLc=/fit-in/200x150/filters:strip_icc()/pic6080103.jpg,,,DD256
Stone Age – L'inizio del viaggio,60-90,,,1,,"2, 3, 4",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD253
Stranger things: attack of the mind flayer,20,,,1,,"4, 5, 6, 7, 8, 9, 10",361457,https://boardgamegeek.com/boardgame/361457/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=361457,https://cf.geekdo-images.com/RzwBW2Fm-VOfaGzOxbvVrg__original/img/MtrejFfjuot6VmatNKQU-pRIvps=/0x0/filters:format(png)/pic6832156.png,https://cf.geekdo-images.com/RzwBW2Fm-VOfaGzOxbvVrg__thumb/img/KvEqiErN_YjiIDaMijuMkRTuoXA=/fit-in/200x150/filters:strip_icc()/pic6832156.png,,,DD248
Subatomic,40-60,,,1,,"2, 3, 4",207910,https://boardgamegeek.com/boardgame/207910/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=207910,https://cf.geekdo-images.com/C9dyqAN8QgviC0QMURkknQ__original/img/h_APuc2g46miBwnzl-dy1azEhXs=/0x0/filters:format(png)/pic5263746.png,https://cf.geekdo-images.com/C9dyqAN8QgviC0QMURkknQ__thumb/img/73I_Whw3odgQ2XJPJ1ppL5Md_yA=/fit-in/200x150/filters:strip_icc()/pic5263746.png,,,DD252
Suicidium,30,,,1,,"2, 3, 4",202726,https://boardgamegeek.com/boardgame/202726/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=202726,https://cf.geekdo-images.com/CpEETh9b4LemQkaAA3cRAw__original/img/Ak0icqEfo92KMPbr0mEljR_WM58=/0x0/filters:format(png)/pic5335575.png,https://cf.geekdo-images.com/CpEETh9b4LemQkaAA3cRAw__thumb/img/Gil-m1NeBFJ5XDIGqSyg4BUGQBY=/fit-in/200x150/filters:strip_icc()/pic5335575.png,,,
Super Tombola,-,,,1,,-,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Sushi Dice,15,,,1,,"2, 3, 4, 5, 6",142334,https://boardgamegeek.com/boardgame/142334/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=142334,https://cf.geekdo-images.com/e7QRu9LwHv5zOE9npRGpZQ__original/img/seoGIoE918fWJ1yJNEh3-9WQLzg=/0x0/filters:format(jpeg)/pic2073883.jpg,https://cf.geekdo-images.com/e7QRu9LwHv5zOE9npRGpZQ__thumb/img/GwnnCGFV7_mZTYA8HyzswS9anDE=/fit-in/200x150/filters:strip_icc()/pic2073883.jpg,,,DD173
Sushi Go!,15,,,1,,"2, 3, 4, 5",133473,https://boardgamegeek.com/boardgame/133473/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=133473,https://cf.geekdo-images.com/Fn3PSPZVxa3YurlorITQ1Q__original/img/5vRsn2TT9eJmq27i9HtLWKpB_xs=/0x0/filters:format(jpeg)/pic1900075.jpg,https://cf.geekdo-images.com/Fn3PSPZVxa3YurlorITQ1Q__thumb/img/6XF493O0tSyLyZP5ArlcZrOTMXQ=/fit-in/200x150/filters:strip_icc()/pic1900075.jpg,,,DD174
Ta-Pum!,30,,,1,,"2, 3, 4, 5",171668,https://boardgamegeek.com/boardgame/171668/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=171668,https://cf.geekdo-images.com/5JuQCtSAeSZpAL3WgWdwow__original/img/hn5gRpKVlmB3Ds9gIxD7k2SrVt4=/0x0/filters:format(png)/pic3719610.png,https://cf.geekdo-images.com/5JuQCtSAeSZpAL3WgWdwow__thumb/img/XcI-3g0sVumt8DsaMaBGrwftIRw=/fit-in/200x150/filters:strip_icc()/pic3719610.png,,,DD402
Ta-Pum!: Agli Ordini (Espansione),30,,Espansione,1,,"3, 4, 5",194562,https://boardgamegeek.com/boardgame/194562/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=194562,https://cf.geekdo-images.com/73EmrC2Z-q4A_WI6kIvQtQ__original/img/Ws2hd3l1dG1rb6s-gwi2jsXUxwE=/0x0/filters:format(jpeg)/pic2911858.jpg,https://cf.geekdo-images.com/73EmrC2Z-q4A_WI6kIvQtQ__thumb/img/Gd6ImYpmDHiffk0a36Cc7hGs3uw=/fit-in/200x150/filters:strip_icc()/pic2911858.jpg,,,
Tajuto,45-60,,,1,,"2, 3, 4",286830,https://boardgamegeek.com/boardgame/286830/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=286830,https://cf.geekdo-images.com/Vl6JtgRVQE9rZV4LLkkbVw__original/img/I6jilg32FaoKjWJvO09NajZ-SvE=/0x0/filters:format(jpeg)/pic4900870.jpg,https://cf.geekdo-images.com/Vl6JtgRVQE9rZV4LLkkbVw__thumb/img/OIEhWeQYCrIIH8txoeNayqUNq1s=/fit-in/200x150/filters:strip_icc()/pic4900870.jpg,,,DD278
Talisman - Harry Potter,60-90,,,1,,"2, 3, 4, 5, 6",340898,https://boardgamegeek.com/boardgame/340898/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=340898,https://cf.geekdo-images.com/46IRcUbFvOJCIfdshu8UzA__original/img/xA7Wjxrvh_y1LWBFrpwj1I3fJDs=/0x0/filters:format(jpeg)/pic6244709.jpg,https://cf.geekdo-images.com/46IRcUbFvOJCIfdshu8UzA__thumb/img/N8kaNgCaxySXdjOaztMHRUjZRJs=/fit-in/200x150/filters:strip_icc()/pic6244709.jpg,,,DD270
Talisman - Kingdom Hearts,60-90,,,1,,"2,3,4,5,6",273976,https://boardgamegeek.com/boardgame/273976/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=273976,https://cf.geekdo-images.com/OvdP7-aND3FxtTCOK3ji1A__original/img/dmB0olQNj3H2raSgKD4IFFsA2xg=/0x0/filters:format(png)/pic4601203.png,https://cf.geekdo-images.com/OvdP7-aND3FxtTCOK3ji1A__thumb/img/6IrTIc11bbAA2ScYNTJvMHUSZdA=/fit-in/200x150/filters:strip_icc()/pic4601203.png,,,DD272
Tantrix,30,,,1,Lucaricci,"1, 2, 3, 4, 5, 6",1038,https://boardgamegeek.com/boardgame/1038/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=1038,https://cf.geekdo-images.com/v49bJbuCCpoko2NqjqCJOg__original/img/6VXa_fAhG2qWwTIQ9u4Vf6jfILA=/0x0/filters:format(jpeg)/pic132045.jpg,https://cf.geekdo-images.com/v49bJbuCCpoko2NqjqCJOg__thumb/img/7xcF8uvCceSukIpU9ELybJ0ndZM=/fit-in/200x150/filters:strip_icc()/pic132045.jpg,,,DD274
Tapestry,90-120,,,1,,"1, 2, 3, 4, 5",18585,https://boardgamegeek.com/boardgame/18585/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=18585,https://cf.geekdo-images.com/X-w5LfVqt1u0FBHNz_dyBA__original/img/EDFJM0psQv4Z4uGWo7GJxbJf0LM=/0x0/filters:format(jpeg)/pic83080.jpg,https://cf.geekdo-images.com/X-w5LfVqt1u0FBHNz_dyBA__thumb/img/kmzC1bD2g749XZyYC5cGuQ0UwIs=/fit-in/200x150/filters:strip_icc()/pic83080.jpg,,,DD286
Telesketch,,,,,,"4, 5, 6, 7, 8",46213,https://boardgamegeek.com/boardgame/46213/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=46213,https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__original/img/Hh2zbSnLEARMlNg0OzImf2-5FIw=/0x0/filters:format(jpeg)/pic4991936.jpg,https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__thumb/img/Otc-6MFf-HC9ep-82ub2B2rID78=/fit-in/200x150/filters:strip_icc()/pic4991936.jpg,,,DD277
Tension,-,,,1,,2 squadre,1595,https://boardgamegeek.com/boardgame/1595/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=1595,https://cf.geekdo-images.com/OzApxKxeNDjcEsM889qLog__original/img/5_G9jlg011A7oU0ZOLMeKuewyw8=/0x0/filters:format(jpeg)/pic363584.jpg,https://cf.geekdo-images.com/OzApxKxeNDjcEsM889qLog__thumb/img/wThBOcdWzhZDF9QAheswm6Go9v0=/fit-in/200x150/filters:strip_icc()/pic363584.jpg,,,DD288
Terra Mystica,90-120,,,1,,"2, 3, 4, 5",120677,https://boardgamegeek.com/boardgame/120677/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=120677,https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__original/img/_dZS7fVfdc4DhJPbqnDpwTT4uF0=/0x0/filters:format(jpeg)/pic5375624.jpg,https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg,,,DD283
Terra Nova,60,,,1,,"2, 3, 4",20022,https://boardgamegeek.com/boardgame/20022/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=20022,https://cf.geekdo-images.com/CCLEC71HhQfZfOD5mm6MVw__original/img/D09OFdf50VPbr50bG2wFjqGVhcM=/0x0/filters:format(jpeg)/pic696514.jpg,https://cf.geekdo-images.com/CCLEC71HhQfZfOD5mm6MVw__thumb/img/C8nnqbUegULfrJHYYfz1RygwQ_c=/fit-in/200x150/filters:strip_icc()/pic696514.jpg,,,DD281
Terraforming Mars,120,,,1,,"1, 2, 3, 4, 5",167791,https://boardgamegeek.com/boardgame/167791/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=167791,https://cf.geekdo-images.com/wg9oOLcsKvDesSUdZQ4rxw__original/img/thIqWDnH9utKuoKVEUqveDixprI=/0x0/filters:format(jpeg)/pic3536616.jpg,https://cf.geekdo-images.com/wg9oOLcsKvDesSUdZQ4rxw__thumb/img/BTxqxgYay5tHJfVoJ2NF5g43_gA=/fit-in/200x150/filters:strip_icc()/pic3536616.jpg,,,DD285
Terraforming Mars - Ares Expedition,60,,Espansione,1,,"1,2,3,4",328871,https://boardgamegeek.com/boardgame/328871/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=328871,https://cf.geekdo-images.com/eT_Atcy_vRJvuUMgYakNrQ__original/img/upZwrb6k8zZMNTwB8VfpI372yuo=/0x0/filters:format(jpeg)/pic6260098.jpg,https://cf.geekdo-images.com/eT_Atcy_vRJvuUMgYakNrQ__thumb/img/YxoNRQg9owsoi68POaMY0Ix31ZI=/fit-in/200x150/filters:strip_icc()/pic6260098.jpg,,,DD284
Terraforming Mars - Prelude,,,Espansione,1,,,247030,https://boardgamegeek.com/boardgame/247030/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=247030,https://cf.geekdo-images.com/2qrpbgsKEcvu5RLXpb6fgw__original/img/aJDspE-4X4Qyn9ViaBrXd-P7IJw=/0x0/filters:format(jpeg)/pic4137234.jpg,https://cf.geekdo-images.com/2qrpbgsKEcvu5RLXpb6fgw__thumb/img/D5ierThzC9UcVe3mYB9n0-j5q5w=/fit-in/200x150/filters:strip_icc()/pic4137234.jpg,,,
Tex,60,,,1,,"2, 3, 4, 5, 6",,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,DD276
The Chameleon ,15,,,1,,"3, 4, 5, 6, 7, 8",227072,https://boardgamegeek.com/boardgame/227072/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=227072,https://cf.geekdo-images.com/-uBkiypUVyRKxNuOI_-ZpQ__original/img/Y_12y74FIaAXMfiQ0tFhpfkrN1U=/0x0/filters:format(png)/pic3552344.png,https://cf.geekdo-images.com/-uBkiypUVyRKxNuOI_-ZpQ__thumb/img/qv_sRsagG0xQzNxg4Ol_AgiR2SY=/fit-in/200x150/filters:strip_icc()/pic3552344.png,,,DD077
The Expanse,60,,,1,,"2, 3, 4",127476,https://boardgamegeek.com/boardgame/127476/,https://boardgamegeek.com/xmlapi2/thing?versions=1&stats=1&id=127476,https://cf.geekdo-images.com/lVnRGBngGAvqW9bzZOFZwg__original/img/wdI2B2p9-0xASDDXwnURtUJQ4mk=/0x0/filters:format(png)/pic1376473.png,https://cf.geekdo-images.com/lVnRGBngGAvqW9bzZOFZwg__thumb/img/nrBoGtXXQTREKyVQQU5j0j2MbpE=/fit-in/200x150/filters:strip_icc()/pic1376473.png,,,DD179
